	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
1292	Bridge start	LRP457a	Bridge	20.923888199999997	92.2653889	N1	453.551	
1293	Bridge end	LRP457b	Bridge	20.923499300000003	92.26561109999999	N1	453.602	
1294	Bridge start	LRP457c	Bridge	20.9195827	92.268416	N1	454.13199999999995	
1295	Bridge end	LRP457d	Bridge	20.919499300000002	92.26847159999998	N1	454.149	
1296	Box Culvert	LRP457e	Culvert	20.918999300000003	92.2686382	N1	454.204	
1297	Teknaf 8 km	LRP458	Km Post	20.9187771	92.2687771	N1	454.23400000000004	
1298	Box Culvert	LRP458a	Culvert	20.9176382	92.2692493	N1	454.374	
1299	Bridge start	LRP458b	Bridge	20.915722199999998	92.2704993	N1	454.629	
1300	Bridge end	LRP458c	Bridge	20.915416699999998	92.2706938	N1	454.667	
1301	Box Culvert	LRP458d	Culvert	20.9136389	92.27186040000001	N1	454.899	
1302	Box culvert	LRP458e	Culvert	20.913277800000003	92.2721938	N1	454.98199999999997	
1303	Box Culvert	LRP458f	Culvert	20.9123889	92.27297159999999	N1	455.1	
1304	Teknaf 7 km	LRP459	Km Post	20.9122222	92.2729438	N1	455.126	
1305	Bridge start	LRP459a	Bridge	20.9088889	92.275166	N1	455.57199999999995	
1306	Bridge end	LRP459b	Bridge	20.9085556	92.27536040000001	N1	455.619	
1307	Box Culvert	LRP459c	Culvert	20.90675	92.2764993	N1	455.85699999999997	
1308	Box culvert	LRP459d	Culvert	20.9059444	92.2771104	N1	455.98	
1309	Km post missing	LRP460	Km Post	20.9048333	92.277916	N1	456.126	
1310	Box Culvert	LRP460a	Culvert	20.9047222	92.27797159999999	N1	456.14300000000003	
1311	Box Culvert	LRP460b	Culvert	20.9033333	92.2789438	N1	456.337	
1312	Box culvert	LRP460c	Culvert	20.9027222	92.279416	N1	456.44	
1313	Bridge start	LRP460d	Bridge	20.9003333	92.28072159999999	N1	456.751	
1314	Bridge end	LRP460e	Bridge	20.9001111	92.28097159999999	N1	456.787	
1315	Box culvert	LRP460f	Culvert	20.899444100000004	92.28172159999998	N1	456.9	
1316	Bridge start	LRP460g	Bridge	20.898471899999997	92.2828604	N1	457.064	
1317	Bridge end	LRP460h	Bridge	20.8982219	92.28316600000001	N1	457.111	
1318	Km post missing	LRP461	Km Post	20.8981108	92.28324930000001	N1	457.126	
1319	Box culvert	LRP461a	Culvert	20.898027399999997	92.283333	N1	457.148	
1320	Box culvert	LRP461b	Culvert	20.8977497	92.2836941	N1	457.20099999999996	
1321	Bridge start	LRP461c	Bridge	20.8969163	92.28544409999999	N1	457.411	
1322	Bridge end	LRP461d	Bridge	20.896777399999998	92.2857219	N1	457.444	
1323	Box culvert	LRP461e	Culvert	20.896555199999998	92.28608299999999	N1	457.491	
1324	Box culvert	LRP461f	Culvert	20.895360800000002	92.28772190000001	N1	457.71	
1325	Box culvert	LRP461g	Culvert	20.8948052	92.2881941	N1	457.79400000000004	
1326	Bridge start	LRP461h	Bridge	20.894083	92.28877740000001	N1	457.897	
1327	Bridge end	LRP461i	Bridge	20.893944100000002	92.2889163	N1	457.921	
1328	Box culvert	LRP461j	Culvert	20.8932774	92.28963859999999	N1	458.026	
1329	Box culvert	LRP461k	Culvert	20.892777399999996	92.29013859999999	N1	458.105	
1330	Km post missing	LRP462	Km Post	20.8926386	92.29027740000001	N1	458.126	
1331	Bridge start	LRP462a	Bridge	20.8919163	92.29166629999999	N1	458.29699999999997	
1332	Bridge end	LRP462b	Bridge	20.8918886	92.2918052	N1	458.31699999999995	
1333	Teknaf 4 km	LRP463	Km Post	20.891833	92.2923052	N1	458.37300000000005	
1334	Bridge start	LRP463a	Bridge	20.8889163	92.2982497	N1	459.115	
1335	Bridge end	LRP463b	Bridge	20.888832999999998	92.2983886	N1	459.13	
1336	Info.Missing	LRP464	Km Post	20.8869441	92.2996386	N1	459.38800000000003	
1337	Box culvert	LRP464a	Culvert	20.8858608	92.2991941	N1	459.52099999999996	
1338	Box culvert	LRP464b	Culvert	20.882027100000002	92.29777740000002	N1	459.995	
1339	Teknaf 2 km	LRP465	Km Post	20.8782216	92.29777740000002	N1	460.426	
1340	Bridge start	LRP465a	Bridge	20.876860399999998	92.2978886	N1	460.589	
1341	Bridge end	LRP465b	Bridge	20.876499300000003	92.2978886	N1	460.63199999999995	
1342	Km post missing	LRP466	Km Post	20.8692771	92.29813859999999	N1	461.426	
1343	Box culvert	LRP466a	Culvert	20.8688604	92.2982219	N1	461.476	
1344	Bridge start	LRP466b	Bridge	20.865027800000004	92.2982497	N1	461.904	
1345	Bridge end	LRP466c	Bridge	20.864666699999997	92.2981941	N1	461.94599999999997	
1346	Infor.missing	LRP467	Km Post	20.862972199999998	92.29808299999999	N1	462.124	
1347	End of Road at Shapla Chattar ,Teknaf Meet with Z1098 &Z1099.	LRPE	Others	20.8629167	92.29808299999999	N1	462.254	
0	Start of Road from N120 at Balutopa	LRPS	Others	23.4541389	91.2128611	N101	0.0	
1	Pipe Culvert	LRPSa	Culvert	23.461888899999998	91.212	N101	0.55	
2	Km post missing	LRP001	Km Post	23.462944399999998	91.2118056	N101	1.0	
3	Box Culvert	LRP001a	Culvert	23.4634167	91.2135	N101	1.226	
4	Box Culvert	LRP001b	Culvert	23.463222199999997	91.2169438	N101	1.577	
5	Km post missing	LRP002	Km Post	23.4631111	91.22105490000001	N101	2.0	
6	Box Culvert	LRP002a	Culvert	23.4631667	91.2262493	N101	2.533	
7	Km post missing	LRP003	Km Post	23.46325	91.23080490000001	N101	3.0	
8	Box Culvert	LRP003a	Culvert	23.4513333	91.23308270000001	N101	3.235	
9	Box Culvert	LRP003b	Culvert	23.463333300000002	91.2332493	N101	3.253	
10	Km post missing	LRP004	Km Post	23.464027800000004	91.2404997	N101	4.0	
11	Box Culvert	LRP004a	Culvert	23.4601944	91.2440552	N101	4.785	
12	Km post missing	LRP005	Km Post	23.459805600000003	91.2466386	N101	5.0	
13	Bridge start	LRP005a	Bridge	23.458777800000004	91.24749969999999	N101	5.185	
14	Bridge end	LRP005b	Bridge	23.458722199999997	91.2477497	N101	5.207999999999999	
15	Km post missing	LRP006	Km Post	23.4594167	91.25322220000001	N101	6.0	
16	End of road Bibir bazar Bridge	LRPE	Others	23.4593056	91.2533889	N101	6.021	
0	Start of road from N1 Mainamati	LRPS	Others	23.4789716	91.1181938	N102	0.0	
1	Box Culvert	LRPSa	Culvert	23.4815827	91.1167771	N102	0.32899999999999996	
2	Box Culvert	LRPSb	Culvert	23.4866663	91.11336109999999	N102	0.995	
3	Km post missing	LRP001	Km Post	23.4867219	91.1133056	N102	1.0	
4	B Baria 68 km Sylhet 248 km	LRP002	Km Post	23.493527399999998	91.1069167	N102	2.0	
5	Box Culvert	LRP002a	Culvert	23.4937774	91.10647220000001	N102	2.064	
6	Box Culvert	LRP002b	Culvert	23.496333	91.1059167	N102	2.365	
7	Box Culvert	LRP002c	Culvert	23.4976941	91.10558329999999	N102	2.52	
8	Km post missing	LRP003	Km Post	23.5020278	91.1050556	N102	3.0	
9	Km post missing	LRP004	Km Post	23.5093333	91.09963859999999	N102	4.0	
10	Box Culvert	LRP004a	Culvert	23.5112222	91.0981108	N102	4.261	
11	Km post missing	LRP005	Km Post	23.5166389	91.0939441	N102	5.0	
12	B Baria 66 km Sylhet 244 km	LRP006	Km Post	23.5246104	91.08877740000001	N102	6.056	
13	B. Bari 65 km, Sylhet 243 km	LRP007	Km Post	23.5322771	91.0834719	N102	7.056	
14	Box Culvert	LRP007a	Culvert	23.5323882	91.0834719	N102	7.08	
15	B Baria 64 km Sylhet 242 km	LRP008	Km Post	23.541944100000002	91.07727709999999	N102	8.081	
16	Bridge start	LRP008a	Bridge	23.542194100000003	91.0742493	N102	8.537	
17	Bridge End	LRP008b	Bridge	23.5423052	91.0741382	N102	8.554	
18	B Baria 63 km Sylhet 241 km	LRP009	Km Post	23.5457774	91.0706104	N102	9.05	
19	Box Culvert	LRP009a	Culvert	23.5501111	91.06613890000001	N102	9.722999999999999	
20	Km post missing	LRP010	Km Post	23.5523611	91.064	N102	10.05	
21	Z 1219 Left Nimsar Right Burichang	LRP010a	Cross Road	23.5531111	91.0633333	N102	10.16	
22	B Baria 61 km, Sylhet 239 km	LRP011	Km Post	23.5590556	91.0591111	N102	11.05	
23	Box Culvert	LRP011a	Culvert	23.5605	91.0553056	N102	11.925	
24	Box Culvert	LRP011b	Culvert	23.5501944	91.05497220000001	N102	12.017999999999999	
25	B Baria 60 km Sylhet 238 km	LRP012	Km Post	23.5669438	91.0549167	N102	12.026	
26	B Baria 59 km Sylhet 237 km	LRP013	Km Post	23.5745827	91.05925	N102	13.040999999999999	
27	BBaria 58 km Sylhet 236 km	LRP014	Km Post	23.5768882	91.041833	N102	14.03	
28	B Baria 57 km Sylhet235 km	LRP015	Km Post	23.5813882	91.03577740000001	N102	15.017999999999999	
29	Box Culvert	LRP015a	Culvert	23.5825549	91.0352497	N102	15.177999999999999	
30	B Baria56 km Sylhet234 km	LRP016	Km Post	23.585888600000004	91.02830490000001	N102	16.042	
31	B Baria 55 km, Sylhet 233 km	LRP017	Km Post	23.5865552	91.02206910000001	N102	17.042	True
32	Box Culvert	LRP017a	Culvert	23.5879997	91.0158333	N102	17.396	
33	B Baria 54 km Sylhet 232 km	LRP018	Km Post	23.5902219	91.01	N102	18.01	
34	Box Culvert	LRP018a	Culvert	23.5911108	91.0077778	N102	18.259	
35	Km post missing	LRP019	Km Post	23.5935552	91.0011944	N102	19.01	
36	Box Culvert	LRP019a	Culvert	23.5944441	90.9996663	N102	19.191	
37	Box Culvert	LRP019b	Culvert	23.5965552	90.9971108	N102	19.55	
38	Infor.missing	LRP020	Km Post	23.5997219	90.9941386	N102	20.01	
39	Side Road, Left to Chandina Z 1008	LRP020a	Side Road, Left	23.6026111	90.9896108	N102	20.56	
40	B Baria 51 km Sylhet229 km	LRP021	Km Post	23.6065556	90.9889997	N102	21.03	
41	Box Culvert	LRP021a	Culvert	23.608027800000002	90.9883608	N102	21.204	
42	Box Culvert	LRP021b	Culvert	23.610277800000002	90.985333	N102	21.595	
43	B Baria 50 km	LRP022	Km Post	23.612222199999998	90.98180490000001	N102	22.041	
44	Box Culvert	LRP022a	Culvert	23.616527800000004	90.9769438	N102	22.758000000000003	
45	B Baria 49 km Sylhet 227 km	LRP023	Km Post	23.6187493	90.97561040000001	N102	23.041	
46	Bridge start	LRP023a	Bridge	23.6236104	90.9727771	N102	23.66	
47	Bridge End	LRP023b	Bridge	23.623916	90.97263819999999	N102	23.695999999999998	
48	B Baria 48 km Sylhet 226 km	LRP024	Km Post	23.6268882	90.97105490000001	N102	24.04	
49	Side Road, Left Z1017 to Madhaya	LRP024a	Side Road, Left	23.6269716	90.97097159999998	N102	24.055	
50	Bridge start	LRP024b	Bridge	23.6341663	90.97077709999999	N102	24.891	
51	Bridge End	LRP024c	Bridge	23.635194100000003	90.9708049	N102	25.011	
52	Infor.missing	LRP025	Km Post	23.6354719	90.9708327	N102	25.04	
53	Road to Madhaya	LRP025a	Side Road, Left	23.6376108	90.9708882	N102	25.281999999999996	
54	Box Culvert	LRP025b	Culvert	23.6430552	90.97108270000001	N102	25.894000000000002	
55	B Baria 46 km Sylhet 224 km	LRP026	Km Post	23.644388600000003	90.9711104	N102	26.046	
56	Box Culvert	LRP026a	Culvert	23.6505	90.9713327	N102	26.732	
57	BBaria 45 km Sylhet 223 km	LRP027	Km Post	23.6532778	90.9728327	N102	27.08	
58	Box Culvert	LRP027a	Culvert	23.657583300000002	90.98008270000001	N102	27.964000000000002	
59	BBaria 44 km Sylhet 223 km	LRP028	Km Post	23.657916699999998	90.9806382	N102	28.033	
60	Bridge start	LRP028a	Bridge	23.6587222	90.9820271	N102	28.203000000000003	
61	Bridge End	LRP028b	Bridge	23.658972199999997	90.9824438	N102	28.255	
62	Box Culvert	LRP028c	Culvert	23.6611667	90.9861108	N102	28.701999999999998	
63	BBaria 43 km Sylhet 221 km	LRP029	Km Post	23.6628889	90.9888886	N102	29.03	
64	Box Culvert	LRP029a	Culvert	23.664666699999998	90.9918052	N102	29.416999999999998	
65	Bridge start	LRP029b	Bridge	23.665722199999998	90.9934719	N102	29.64	
66	Bridge End	LRP029c	Bridge	23.666	90.99388859999999	N102	29.701	
67	Box Culvert	LRP029d	Culvert	23.667499300000003	90.99622190000001	N102	29.996	
68	BBaria 42 Sylhet 220 km	LRP030	Km Post	23.6679993	90.9969719	N102	30.04	
69	Bridge start	LRP030a	Bridge	23.6711938	91.0019444	N102	30.666999999999998	
70	Bridge End	LRP030b	Bridge	23.6713049	91.00219440000001	N102	30.695999999999998	
71	BBaria 41 Sylhet 219 km	LRP031	Km Post	23.6730827	91.00497220000001	N102	31.044	
72	Box Culvert	LRP031a	Culvert	23.6738327	91.00613890000001	N102	31.19	
73	Box Culvert	LRP031b	Culvert	23.6748049	91.0076944	N102	31.385	
74	Bridge start	LRP031c	Bridge	23.6780271	91.0126667	N102	32.01	
75	Bridge End	LRP031d	Bridge	23.678082699999997	91.01272220000001	N102	32.023	
76	BBaria 40 km Sylhet 218 km	LRP032	Km Post	23.677943799999998	91.01297220000001	N102	32.04	
77	Box Culvert	LRP032a	Culvert	23.6821104	91.0187493	N102	32.774	
78	BBaria 39 km Sylhet 217 km	LRP033	Km Post	23.6836663	91.02108270000001	N102	33.062	
79	Bridge start	LRP033a	Bridge	23.684082999999998	91.02172159999999	N102	33.137	
80	Bridge End	LRP033b	Bridge	23.684138600000004	91.0217771	N102	33.149	
81	Bridge start	LRP033c	Bridge	23.684583	91.0264716	N102	33.748000000000005	
82	Bridge End	LRP033d	Bridge	23.6872497	91.0265271	N102	33.758	
83	BBaria 38 km	LRP034	Km Post	23.689083	91.02883270000001	N102	34.068000000000005	
84	Box Culvert	LRP034a	Culvert	23.689138600000003	91.0289438	N102	34.086	
85	Box Culvert	LRP034b	Culvert	23.6922497	91.03316600000001	N102	34.641999999999996	
86	BBaria 37 km Sylhet 215 km	LRP035	Km Post	23.694582999999998	91.03663859999999	N102	35.053000000000004	
87	Bridge start	LRP035a	Bridge	23.6955552	91.0379441	N102	35.227	
88	Bridge end	LRP035b	Bridge	23.695777399999997	91.03827740000001	N102	35.580999999999996	
89	Bridge start	LRP035c	Bridge	23.699944100000003	91.0441386	N102	36.035	
90	Bridge end	LRP035d	Bridge	23.7	91.0441941	N102	36.05	
91	BBara 36 Sylhet 214 km	LRP036	Km Post	23.700277800000002	91.0444719	N102	36.086	
92	Box Culvert	LRP036a	Culvert	23.701472199999998	91.0462219	N102	36.321999999999996	
93	Bridge start	LRP036b	Bridge	23.704222199999997	91.05	N102	36.811	
94	Bridge End	LRP036c	Bridge	23.704333300000002	91.0500833	N102	36.828	
95	Bridge start	LRP036d	Bridge	23.70525	91.0513333	N102	36.995	
96	Bridge End	LRP036e	Bridge	23.705333300000003	91.05144440000001	N102	37.007	
97	B.Bara 35 km, Sylhet 213 km	LRP037	Km Post	23.705972199999998	91.0522778	N102	37.086	
98	Bridge start	LRP037a	Bridge	23.708305600000003	91.05525	N102	37.507	
99	Bridge End	LRP037b	Bridge	23.7083611	91.0553333	N102	37.518	
100	Box Culvert	LRP037c	Culvert	23.711722199999997	91.05927779999999	N102	38.05	
101	BBaria34 km Sylhet212 km	LRP038	Km Post	23.711833300000002	91.0593889	N102	38.076	
102	Road to Bancharampura(Z1041)	LRP038a	Side Road, Right	23.7142222	91.0624444	N102	38.458	
103	Bridge start	LRP038b	Bridge	23.7148611	91.06322220000001	N102	38.567	
104	Bridge End	LRP038c	Bridge	23.7149444	91.06330559999999	N102	38.591	
105	Box Culvert	LRP038d	Culvert	23.71634685	91.06652779999999	N102	39.04	True
106	BBaria 33 km Sylhet 211 km	LRP039	Km Post	23.7177493	91.0667216	N102	39.062	
107	Bridge start	LRP039a	Bridge	23.7219993	91.0720271	N102	39.784	
108	Bridge End	LRP039b	Bridge	23.722166	91.07216600000001	N102	39.81	
109	BBaria 32 km Sylhet 210 km	LRP040	Km Post	23.723527100000002	91.07411040000001	N102	40.066	
110	Start road Division B. Baria	LRP040a	Others	23.725082699999998	91.07652709999999	N102	40.36	
111	Start road Division B. Baria	LRP040a	Others	23.725082699999998	91.07652709999999	N102	40.36	
112	Bridge start	LRP040b	Bridge	23.7255549	91.077166	N102	40.402	
113	Bridge End	LRP040c	Bridge	23.7255549	91.077166	N102	40.461999999999996	
114	Km post missing	LRP041	Km Post	23.730332699999998	91.0799438	N102	41.066	
115	Box Culvert	LRP041a	Culvert	23.7329438	91.0811938	N102	41.388999999999996	
116	BBaria 30 km Sylhet208 km	LRP042	Km Post	23.738805199999998	91.08399969999999	N102	42.07899999999999	
117	Km post missing	LRP043	Km Post	23.7468052	91.08833299999999	N102	43.07899999999999	
118	Culvert under Constriction	LRP043a	Others	23.7511944	91.0933886	N102	43.792	
119	Divission Road	LRP043b	Culvert	23.7513611	91.09363859999999	N102	43.825	
120	Z1201	LRP043c	Cross Road	23.7525556	91.094833	N102	44.007	
121	Km post missing	LRP044	Km Post	23.7530556	91.09538859999999	N102	44.07899999999999	
122	Bridge start	LRP044a	Bridge	23.755416699999998	91.0981386	N102	44.481	
123	Bridge End	LRP044b	Bridge	23.7556389	91.0984163	N102	44.521	
124	Bridge start	LRP044c	Bridge	23.7573611	91.09947205	N102	44.809	True
125	Bridge End	LRP044d	Bridge	23.7574167	91.1005278	N102	44.839	
126	Km post missing	LRP045	Km Post	23.758944399999997	91.1023056	N102	45.07899999999999	
127	Box Culvert	LRP045a	Culvert	23.7611111	91.10480559999999	N102	45.398999999999994	
128	BBaria 26 km Sylhet 204	LRP046	Km Post	23.765472199999998	91.1098056	N102	46.111000000000004	
129	Bridge start	LRP046a	Bridge	23.767721899999998	91.11486109999998	N102	46.826	True
130	Bridge End	LRP046b	Bridge	23.7699716	91.1149444	N102	46.846000000000004	
131	BBaria 25 Sylhet 203 km	LRP047	Km Post	23.771416000000002	91.11661109999999	N102	47.071999999999996	
132	Box Culvert	LRP047a	Culvert	23.7749993	91.1206938	N102	47.653999999999996	
133	Bbaria 24 Sylhet 202 km	LRP048	Km Post	23.7779438	91.1240827	N102	48.119	
134	Box Culvert	LRP048a	Culvert	23.7816382	91.12866600000001	N102	48.743	
135	Km post missing	LRP049	Km Post	23.783583	91.1317493	N102	49.119	
136	Bridge start	LRP049a	Bridge	23.7844441	91.1330827	N102	49.288999999999994	
137	Bridge End	LRP049b	Bridge	23.784527399999998	91.13322159999998	N102	49.308	
138	Km post missing	LRP050	Km Post	23.7887219	91.1397219	N102	50.119	
139	Box Culvert	LRP050a	Culvert	23.7913608	91.1437497	N102	50.628	
140	Bridge start	LRP050b	Bridge	23.793277399999997	91.1466941	N102	51.0	
141	Bridge End	LRP050c	Bridge	23.793582999999998	91.1468052	N102	51.015	True
142	Km post missing	LRP051	Km Post	23.793888600000002	91.1476108	N102	51.119	
143	Box Culvert	LRP051a	Culvert	23.8008056	91.1501667	N102	51.972	
144	Km post missing	LRP052	Km Post	23.8020833	91.15041670000001	N102	52.119	
145	Bridge start	LRP052a	Bridge	23.80675	91.1513056	N102	52.65	
146	Bridge End	LRP052b	Bridge	23.8071667	91.15138890000001	N102	52.703	
147	Km post missing	LRP053	Km Post	23.810805600000002	91.15213890000001	N102	53.119	
148	Bridge start	LRP053a	Bridge	23.814194399999998	91.15288890000001	N102	53.446999999999996	
149	Bridge end	LRP053b	Bridge	23.814555600000002	91.15299999999999	N102	53.49100000000001	
150	Bbaria 18 km Sylhet 196 km	LRP054	Km Post	23.820416	91.15375	N102	54.17	
151	Bbaria 17 km Sylhet 195 km	LRP055	Km Post	23.8293327	91.15444445	N102	55.178000000000004	True
152	Bridge start	LRP055a	Bridge	23.8298327	91.15513890000001	N102	55.235	
153	Bridge End	LRP055b	Bridge	23.829916	91.15513890000001	N102	55.248999999999995	
154	Box Culvert	LRP055c	Culvert	23.8323327	91.15552779999999	N102	55.526	
155	Km post missing	LRP056	Km Post	23.8383052	91.15641670000001	N102	56.178000000000004	
156	Z1202 Road to Akhoura	LRP056a	Side Road, Right	23.8393608	91.15661109999999	N102	56.321000000000005	
157	Bridge start	LRP056b	Bridge	23.8450274	91.1571389	N102	56.958999999999996	
158	Bridge End	LRP056c	Bridge	23.8465552	91.1574444	N102	57.13399999999999	
159	Km post missing	LRP057	Km Post	23.8469441	91.1575278	N102	57.178000000000004	
160	Km post missing	LRP058	Km Post	23.85575	91.1591389	N102	58.178000000000004	
161	Bridge start	LRP058a	Bridge	23.8606111	91.15522220000001	N102	58.898999999999994	
162	Bridge End	LRP058b	Bridge	23.860805600000003	91.1549722	N102	58.935	
163	Km post missing	LRP059	Km Post	23.8621667	91.1532778	N102	59.178000000000004	
164	Box Culvert	LRP059a	Culvert	23.8632222	91.1519444	N102	59.368	
165	Bridge start	LRP059b	Bridge	23.8663333	91.1479997	N102	59.903999999999996	
166	Bridge End	LRP059c	Bridge	23.8664444	91.1478608	N102	59.92	
167	Km post missing	LRP060	Km Post	23.8748604	91.1409997	N102	60.178000000000004	
168	Bridge start	LRP060a	Bridge	23.8748604	91.1409997	N102	61.114	
169	Bridge End	LRP060b	Bridge	23.8750549	91.1408608	N102	61.141999999999996	
170	Km post missing	LRP061	Km Post	23.8752771	91.14052740000001	N102	61.178000000000004	
171	BBaria 10 km Sylhet 188 km	LRP062	Km Post	23.8843052	91.1353052	N102	62.25	
172	Z1216 to Akhaowera	LRP062a	Side Road, Right	23.885694100000002	91.1346941	N102	62.419	
173	Box Culvert	LRP062b	Culvert	23.884027399999997	91.13402740000001	N102	62.598	
174	Box Culvert	LRP062c	Culvert	23.892471899999997	91.13127709999999	N102	63.265	
175	BBaria 9 Sylhet 187 km	LRP063	Km Post	23.8929441	91.1310271	N102	63.312	
176	Bridge start	LRP063a	Bridge	23.894638600000004	91.1300827	N102	63.527	
177	Bridge End	LRP063b	Bridge	23.894833	91.12999930000001	N102	63.551	
178	B Baria 8 km Sylhet 186 km	LRP064	Km Post	23.89908315	91.1274993	N102	64.279	True
179	R203 on left to Nabinagar	LRP064a	Side Road, Left	23.9033333	91.1266382	N102	64.564	
180	Bridge start	LRP064b	Bridge	23.9056389	91.1258327	N102	64.832	
181	Bridge End	LRP064c	Bridge	23.906083300000002	91.12572159999999	N102	64.884	
182	Km post missing	LRP065	Km Post	23.9094722	91.1245549	N102	65.279	
183	Box Culvert	LRP065a	Culvert	23.915277800000002	91.12266600000001	N102	65.955	
184	BBaria 6 km	LRP066	Km Post	23.918166	91.1216938	N102	66.298	
185	Box Culvert	LRP066a	Culvert	23.9238049	91.1198327	N102	66.958	
186	BBaria5 Sylhet 183 km	LRP067	Km Post	23.9268327	91.1188327	N102	67.30199999999999	
187	Box Culvert	LRP067a	Culvert	23.927804899999998	91.1185271	N102	67.415	
188	Start of Bridge	LRP067b	Bridge	23.9348608	91.1161111	N102	68.249	
189	Km post missing	LRP068	Km Post	23.9354441	91.1161111	N102	68.30199999999999	
190	End of Bridge	LRP068a	Bridge	23.9354997	91.1160833	N102	68.312	
191	Bbaria 3 Sylhet 181 km	LRP069	Km Post	23.944333	91.11666600000001	N102	69.319	
192	Box Culvert	LRP069a	Culvert	23.949582999999997	91.1169993	N102	69.905	
193	BBaria 2 Sylhet180 km	LRP070	Km Post	23.953638899999998	91.1168327	N102	70.365	
194	Bridge start	LRP070a	Bridge	23.9551944	91.1163889	N102	70.557	
195	Bridge End	LRP070b	Bridge	23.9561111	91.1160556	N102	70.654	
196	N103 on Right	LRP070c	Side Road, Right	23.9570833	91.1155556	N102	70.78399999999999	
197	Km post missing	LRP071	Km Post	23.958222199999998	91.1100556	N102	71.365	
198	Km post missing	LRP072	Km Post	23.96125	91.1020556	N102	72.365	
199	Rail Road Crossing	LRP072a	Rail Road Crossing	23.965999999999998	91.1015278	N102	72.90100000000001	
200	Km post missing	LRP073	Km Post	23.970138199999997	91.10125	N102	73.365	
201	Bridge Start	LRP073a	Bridge	23.9705549	91.1011944	N102	73.428	True
202	Bridge End	LRP073b	Bridge	23.970971600000002	91.10116670000001	N102	73.462	
203	Km post missing	LRP074	Km Post	23.9790549	91.1003333	N102	74.365	
204	Z1210 to Lalpur	LRP074a	Side Road, Left	23.9819438	91.10025	N102	74.69	
205	Km post missing	LRP075	Km Post	23.987582999999997	91.10252779999999	N102	75.365	
206	Km post missing	LRP076	Km Post	23.994888600000003	91.1081667	N102	76.365	
207	N 103 on Right	LRP076a	Side Road, Right	23.9967497	91.10925	N102	76.59899999999999	
208	Madheppur 28 km Sylhet 175 km	LRP077	Km Post	23.997471899999997	91.1093056	N102	76.68	
209	Bridge Start	LRP077a	Bridge	24.001694399999998	91.1095833	N102	77.156	
210	Bridge End	LRP077b	Bridge	24.0018611	91.1095556	N102	77.178	
211	Madhebpur 27 km sylhet 174	LRP078	Km Post	24.0064444	91.1086389	N102	77.689	
212	Box Culvert	LRP078a	Culvert	24.0098333	91.1093333	N102	78.08	
213	Box Culvert	LRP078b	Culvert	24.0132778	91.10972220000001	N102	78.465	
214	Km post missing	LRP079	Km Post	24.015277800000003	91.11	N102	78.689	
215	Box Culvert	LRP079a	Culvert	24.0173882	91.1103056	N102	78.934	
216	Post Convened with Send	LRP080	Km Post	24.0242493	91.1118056	N102	79.699	
217	Box Culvert	LRP080a	Culvert	24.0275271	91.1124444	N102	80.07300000000001	
218	Km post missing	LRP081	Km Post	24.033082699999998	91.1129167	N102	80.699	
219	Madhebpur 23 km Sylhet170 km	LRP082	Km Post	24.0421108	91.1139722	N102	81.714	
220	Box Culvert	LRP082a	Culvert	24.045833	91.1146667	N102	82.133	
221	Meet with N 2 at Sanail	LRPE	Others	24.0506111	91.1146667	N102	82.682	
