	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
328	Rail Road Crossing	LRP144b	Rail Road Crossing	23.0398052	91.3656111	N1	141.304	
329	Km post missing	LRP145	Km Post	23.0360274	91.36575	N1	141.77200000000002	
330	Box culvert	LRP145a	Culvert	23.029416	91.36563890000001	N1	142.507	
331	Ctg 99 km,Feni 3 km	LRP146	Km Post	23.026971600000003	91.3655	N1	142.79399999999998	
332	Road to Biroli (Z1030)	LRP146a	Side Road, Right	23.024832699999997	91.3655278	N1	143.034	
333	Ctg 98 km,Feni 2 km	LRP147	Km Post	23.0193604	91.3697771	N1	143.795	
334	Box culvert	LRP147a	Culvert	23.0185271	91.37083270000001	N1	143.946	
335	Box culvert	LRP147b	Culvert	23.014083300000003	91.37597159999999	N1	144.67	
336	Km post missing	LRP148	Km Post	23.0132778	91.37694379999999	N1	144.795	
337	Intersection with N104	LRP148a	Cross Road	23.009555600000002	91.3813604	N1	145.409	
338	Km post missing	LRP149	Km Post	23.009555600000002	91.3813604	N1	145.795	
339	Ctg 95 km	LRP150	Km Post	23.0018889	91.3920552	N1	146.816	
340	Km post missing	LRP151	Km Post	22.996388600000003	91.3998052	N1	147.816	
341	Bridge start	LRP151a	Bridge	22.9961941	91.4005	N1	147.901	
342	Bridge end	LRP151b	Bridge	22.9960552	91.4006667	N1	147.924	
343	Ctg 93 km,Lalpole 1 km	LRP152	Km Post	22.990694100000002	91.4072222	N1	148.841	
344	Road to Feni Town (Z1034)	LRP152a	Side Road, Left	22.9877774	91.41	N1	149.289	
345	Road to Sonagazi (Z1034)	LRP152b	Side Road, Right	22.985888600000003	91.4120556	N1	149.585	
346	Ctg 91 km	LRP153	Km Post	22.984221899999998	91.41372220000001	N1	149.841	
347	Ctg 91 km	LRP154	Km Post	22.9774438	91.42058270000001	N1	150.892	
348	Km post missing	LRP155	Km Post	22.9711382	91.4273882	N1	151.892	
349	Km post missing	LRP156	Km Post	22.966333300000002	91.4356108	N1	152.892	
350	Bridge start	LRP156a	Bridge	22.9624167	91.44169409999999	N1	153.672	
351	Bridge end	LRP156b	Bridge	22.9618056	91.4424997	N1	153.781	
352	Km post missing	LRP157	Km Post	22.9611667	91.44338859999999	N1	153.892	
353	Ctg 87 km	LRP158	Km Post	22.9561389	91.45177779999999	N1	154.935	
354	Km post missing	LRP159	Km Post	22.9514444	91.46002779999999	N1	155.935	
355	Ctg 85 km,Bairyahat 10 km	LRP160	Km Post	22.9479997	91.46899930000001	N1	156.947	
356	Road to Mounshirhat (Z1081)	LRP160a	Side Road, Left	22.9483608	91.4761382	N1	157.685	
357	Km post missing	LRP161	Km Post	22.9484997	91.4786938	N1	157.947	
358	Ctg 83 km	LRP162	Km Post	22.9497497	91.4883608	N1	158.955	
359	Km post missing	LRP163	Km Post	22.9497774	91.49802740000001	N1	159.955	
360	Bridge start	LRP163a	Bridge	22.9496663	91.5007778	N1	160.243	
361	Bridge end	LRP163b	Bridge	22.949582999999997	91.50277779999999	N1	160.454	
362	Ctg 81 kkm	LRP164	Km Post	22.9482774	91.50725	N1	160.963	
363	Road to Chhagalnaiya (Z1032)	LRP164a	Side Road, Left	22.943944100000003	91.51086109999999	N1	161.582	
364	Km post missing	LRP165	Km Post	22.940832999999998	91.5124444	N1	161.963	
365	Km post missing	LRP166	Km Post	22.932971600000002	91.51722159999998	N1	162.963	
366	Km post missing	LRP167	Km Post	22.924888199999998	91.5213327	N1	163.963	
367	Km post missing	LRP168	Km Post	22.916721600000002	91.5253882	N1	164.963	
368	Bridge start	LRP168a	Bridge	22.9156667	91.5259438	N1	165.097	
369	Bridge end/Start of Chittagong Road Division	LRP168b	Bridge	22.9138056	91.5268604	N1	165.325	
370	Bridge end/Start of Chittagong Road Division	LRP168b	Bridge	22.9138056	91.5268604	N1	165.325	
371	Km post missing	LRP169	Km Post	22.9085833	91.5294993	N1	165.963	
372	Box culvert	LRP169a	Culvert	22.9046667	91.53144379999999	N1	166.42700000000002	
373	Km post missing	LRP170	Km Post	22.9003333	91.5333608	N1	166.963	
374	End of Bituminous Pavment	LRP170a	Others	22.899444100000004	91.5336108	N1	167.046	
375	Road to Karerhat (R151)	LRP170b	Side Road, Left	22.893999700000002	91.5346941	N1	167.683	
376	Start of Bituminious Pavement	LRP170c	Others	22.8929719	91.5350274	N1	167.796	
377	Box culvert	LRP170d	Culvert	22.8921663	91.5353052	N1	167.9	
378	Km post missing	LRP171	Km Post	22.891638600000004	91.5354719	N1	167.963	
379	Km post missing	LRP172	Km Post	22.8829993	91.5381663	N1	168.963	
380	Box culvert	LRP172a	Culvert	22.8829993	91.5381663	N1	168.96400000000003	
381	Box culvert	LRP172b	Culvert	22.875166	91.54072190000001	N1	169.878	
382	Km post missing	LRP173	Km Post	22.874443799999998	91.5409719	N1	169.963	
383	Box culvert	LRP173a	Culvert	22.8731382	91.54144409999999	N1	170.125	
384	Box culvert	LRP173b	Culvert	22.868416	91.5431663	N1	170.68099999999998	
385	Km post missing	LRP174	Km Post	22.8661111	91.5439997	N1	170.963	
386	Box culvert	LRP174a	Culvert	22.8777771	91.545333	N1	171.53900000000002	
387	Box culvert	LRP174b	Culvert	22.8595833	91.54547190000001	N1	171.71599999999998	
388	Km post missing	LRP175	Km Post	22.8575556	91.54563859999999	N1	171.963	
389	Box culvert	LRP175a	Culvert	22.855999999999998	91.5457219	N1	172.128	
390	Box culvert	LRP175b	Culvert	22.8550556	91.545833	N1	172.24099999999999	
391	Km post missing	LRP176	Km Post	22.8486663	91.5463608	N1	172.963	
392	Bridge start	LRP176a	Bridge	22.8485274	91.5463886	N1	172.98	
393	Bridge end	LRP176b	Bridge	22.848444100000002	91.54641629999999	N1	172.99	
394	Box culvert	LRP176c	Culvert	22.8452219	91.5475274	N1	173.37	
395	Box culvert	LRP176d	Culvert	22.8432497	91.5482219	N1	173.61	
396	Km post missing	LRP177	Km Post	22.8401941	91.5490552	N1	173.963	
397	Pipe culvert	LRP177a	Culvert	22.8372497	91.5492497	N1	174.27700000000002	
398	Km post missing	LRP178	Km Post	22.8313882	91.55036109999999	N1	174.963	
399	Box culvert	LRP178a	Culvert	22.8239438	91.5528333	N1	175.835	
400	Km post missing	LRP179	Km Post	22.8228049	91.55313890000001	N1	175.963	
401	Km post missing	LRP180	Km Post	22.8141389	91.5555833	N1	176.963	
402	Box culvert	LRP180a	Culvert	22.8110556	91.5563889	N1	177.303	
403	Box culvert	LRP180b	Culvert	22.808000000000003	91.5579167	N1	177.709	
404	Box culvert	LRP180c	Culvert	22.8059722	91.5589167	N1	177.96099999999998	
405	Km post missing	LRP181	Km Post	22.805944399999998	91.5589167	N1	177.963	
406	Box culvert	LRP181a	Culvert	22.8045833	91.5591111	N1	178.118	
407	Km post missing	LRP182	Km Post	22.797471899999998	91.56136109999998	N1	178.963	
408	Box Culvert	LRP182a	Culvert	22.7934163	91.5633333	N1	179.456	
409	Box culvert	LRP182b	Culvert	22.789610800000002	91.5654444	N1	179.928	
410	Km post missing	LRP183	Km Post	22.7893608	91.5655833	N1	179.963	
411	Bridge start	LRP183a	Bridge	22.7813327	91.5695271	N1	180.957	
412	Km post missing	LRP184	Km Post	22.781221600000002	91.5695827	N1	180.963	
413	Bridge end	LRP184a	Bridge	22.781138199999997	91.5696382	N1	180.97799999999998	
414	Road to Narayanhat (Z1021)	LRP184b	Side Road, Left	22.777110399999998	91.5713327	N1	181.46400000000003	
415	Box culvert	LRP184c	Culvert	22.7732771	91.5733604	N1	181.93900000000002	
416	Km post missing	LRP185	Km Post	22.7730271	91.57347159999999	N1	181.963	
417	Box culvert	LRP185a	Culvert	22.7693604	91.5756104	N1	182.43200000000002	
418	Box culvert	LRP185b	Culvert	22.7661944	91.5779993	N1	182.43400000000003	
419	Km post missing	LRP186	Km Post	22.765472199999998	91.57855490000001	N1	182.963	
420	Box culvert	LRP186a	Culvert	22.7621944	91.5811382	N1	183.416	
421	Km post missing	LRP187	Km Post	22.758527800000003	91.58452740000001	N1	183.963	
422	Bridge start	LRP187a	Bridge	22.7526389	91.5893608	N1	184.783	
423	Bridge end	LRP187b	Bridge	22.7525	91.5894719	N1	184.80599999999998	
424	Km post missing	LRP188	Km Post	22.751333300000002	91.5903608	N1	184.963	
425	Box culvert	LRP188a	Culvert	22.749638600000004	91.5916386	N1	185.195	
426	Km post missing	LRP189	Km Post	22.7435552	91.5949163	N1	185.963	
427	Box culvert	LRP189a	Culvert	22.743305199999998	91.5950274	N1	185.995	
428	Km post missing	LRP190	Km Post	22.7349997	91.59794409999999	N1	186.963	
429	Box culvert	LRP190a	Culvert	22.7349163	91.5979719	N1	186.975	
430	Km post missing	LRP191	Km Post	22.7263882	91.60077779999999	N1	187.963	
431	Box culvert	LRP191a	Culvert	22.7221104	91.6030833	N1	188.502	
432	Km post missing	LRP192	Km Post	22.7185549	91.6053056	N1	188.963	
433	Box culvert	LRP192a	Culvert	22.7165556	91.6065556	N1	189.22299999999998	
434	Box culvert	LRP192b	Culvert	22.715999999999998	91.6069167	N1	189.298	
435	Ctg 52 km,Sitakhada 12 km	LRP193	Km Post	22.7143889	91.60794440000001	N1	189.513	
436	Box culvert	LRP193a	Culvert	22.7124167	91.6090556	N1	189.769	
437	Box Culvert	LRP193b	Culvert	22.7076111	91.6118056	N1	190.37599999999998	
438	Km post missing	LRP194	Km Post	22.7065556	91.61236109999999	N1	190.513	
439	Box culvert	LRP194a	Culvert	22.706	91.6126944	N1	190.581	
440	Box culvert	LRP194b	Culvert	22.7033056	91.6142222	N1	190.923	
441	Box culvert	LRP194c	Culvert	22.7002222	91.61577779999999	N1	191.304	
442	Ctg 50 km,Sitakanda 10 km	LRP195	Km Post	22.6984997	91.61666600000001	N1	191.524	
443	Box culvert	LRP195a	Culvert	22.6919719	91.61986040000001	N1	192.308	
444	Km post missing	LRP196	Km Post	22.6904163	91.62052709999999	N1	192.524	
445	Box culvert	LRP196a	Culvert	22.689583	91.62083270000001	N1	192.622	
446	Box culvert	LRP196b	Culvert	22.685083	91.6228327	N1	193.166	
447	Ctg 48 km,Sitakanda 8 km	LRP197	Km Post	22.6825549	91.6241938	N1	193.483	
448	Box culvert	LRP197a	Culvert	22.6769438	91.62683270000001	N1	194.153	
449	Box culvert	LRP197b	Culvert	22.6751382	91.6274438	N1	194.38400000000001	
450	Km post missing	LRP198	Km Post	22.6743049	91.6277493	N1	194.483	
451	Road to Haidchokia (Z1086)	LRP198a	Side Road, Left	22.6733049	91.62808270000001	N1	194.60299999999998	
452	Box culvert	LRP198b	Culvert	22.6722493	91.6285271	N1	194.734	
453	Box culvert	LRP198c	Culvert	22.6678604	91.6301104	N1	195.24	
454	Ctg 46 km,Sitakanda 6 km	LRP199	Km Post	22.6649167	91.63155490000001	N1	195.61	
455	Box culvert	LRP199a	Culvert	22.6638333	91.6321382	N1	195.748	
456	Box culvert	LRP199b	Culvert	22.6596667	91.6347219	N1	196.28799999999998	
457	Km post missing	LRP200	Km Post	22.6571389	91.636333	N1	196.61	
458	Box culvert	LRP200a	Culvert	22.6543889	91.63813859999999	N1	196.967	
459	Box culvert	LRP200b	Culvert	22.652777800000003	91.6391663	N1	197.176	
460	Ctg 44 km,Sitakanda 4 km	LRP201	Km Post	22.6494997	91.640833	N1	197.58700000000002	
461	Box culvert	LRP201a	Culvert	22.6489997	91.6411108	N1	197.65400000000002	
462	Box culvert	LRP201b	Culvert	22.645277399999998	91.6430552	N1	198.11700000000002	
463	Km post missing	LRP202	Km Post	22.641582999999997	91.6451108	N1	198.58700000000002	
464	Box culvert	LRP202a	Culvert	22.6338608	91.64947190000001	N1	199.56099999999998	
465	Ctg 42 km,Sitakanda 2 km	LRP203	Km Post	22.6330827	91.649833	N1	199.648	
466	Box culvert	LRP203a	Culvert	22.632027100000002	91.65038890000001	N1	199.783	
467	Box culvert	LRP203b	Culvert	22.625916	91.6541389	N1	200.565	
468	Km post missing	LRP204	Km Post	22.625221600000003	91.6545278	N1	200.648	
469	Box culvert	LRP204a	Culvert	22.623471600000002	91.65530559999999	N1	200.86700000000002	
470	Box culvert	LRP204b	Culvert	22.620693799999998	91.6563611	N1	201.2	
471	Bridge start	LRP204c	Bridge	22.6194993	91.65688890000001	N1	201.363	
472	Bridge end	LRP204d	Bridge	22.6180271	91.6578333	N1	201.38299999999998	
473	Box culvert	LRP204e	Culvert	22.6180271	91.6578333	N1	201.56099999999998	
474	Box culvert	LRP204f	Culvert	22.6175271	91.65825	N1	201.636	
475	Ctg 40 km,Sitakanda 0 km	LRP205	Km Post	22.616971600000003	91.65875	N1	201.727	
476	Box culvert	LRP205a	Culvert	22.6168604	91.6588611	N1	201.743	
477	Box culvert	LRP205b	Culvert	22.6123889	91.6622222	N1	202.355	
478	Km post missing	LRP206	Km Post	22.609444399999997	91.6638333	N1	202.727	
479	Box culvert	LRP206a	Culvert	22.6088889	91.66411109999999	N1	202.799	
480	Ctg 38 km	LRP207	Km Post	22.6015833	91.66883270000001	N1	203.75099999999998	
481	Box culvert	LRP207a	Culvert	22.601	91.66927709999999	N1	203.88099999999997	
482	Box culvert	LRP207b	Culvert	22.6000556	91.6699438	N1	203.99599999999998	
483	Box culvert	LRP207c	Culvert	22.599444100000003	91.6703049	N1	204.045	
484	Box culvert	LRP207d	Culvert	22.594221899999997	91.6737771	N1	204.726	
485	Km post missing	LRP208	Km Post	22.5939997	91.6738327	N1	204.75099999999998	
486	Box culvert	LRP208a	Culvert	22.5907497	91.6754716	N1	205.15900000000002	
487	Info.Missing	LRP209	Km Post	22.584583	91.6780827	N1	205.916	
488	Bridge start	LRP209a	Bridge	22.5836663	91.6784716	N1	206.033	
489	Bridge end	LRP209b	Bridge	22.5834997	91.6785827	N1	206.05900000000003	
490	Road to Katirhat (Z1087)	LRP209c	Side Road, Left	22.580666	91.67994379999999	N1	206.40200000000002	
491	Box culvert	LRP209d	Culvert	22.5779438	91.68113819999999	N1	206.733	
492	Km post missing	LRP210	Km Post	22.5763604	91.68180490000002	N1	206.916	
493	Bridge start	LRP210a	Bridge	22.5731938	91.6830827	N1	207.293	
494	Bridge end	LRP210b	Bridge	22.5730549	91.6831938	N1	207.31099999999998	
495	Km post missing	LRP211	Km Post	22.5679716	91.6846941	N1	207.916	
496	Box culvert	LRP211a	Culvert	22.566472199999996	91.68516629999999	N1	208.09400000000002	
497	Bridge start	LRP211b	Bridge	22.5641389	91.68591629999999	N1	208.36900000000003	
498	Bridge end	LRP211c	Bridge	22.564	91.6859441	N1	208.38299999999998	
499	Box culvert	LRP211d	Culvert	22.5624722	91.6863608	N1	208.6	
500	Km post missing	LRP212	Km Post	22.5594444	91.6872219	N1	208.916	
501	Ctg 32 km	LRP213	Km Post	22.551416699999997	91.6896941	N1	209.855	
502	Bridge start	LRP213a	Bridge	22.5503056	91.69027740000001	N1	209.99900000000002	
503	Bridge end	LRP213b	Bridge	22.5501667	91.69038859999999	N1	210.03	
504	Km post missing	LRP214	Km Post	22.543888600000002	91.69452740000001	N1	210.855	
505	Box culvert	LRP214a	Culvert	22.5428608	91.69502740000001	N1	210.97400000000002	
506	Ctg 30 km	LRP215	Km Post	22.5354997	91.6979441	N1	211.856	
507	Box culvert	LRP215a	Culvert	22.534777399999996	91.69833299999999	N1	211.946	
508	Km post missing	LRP216	Km Post	22.5273049	91.7019444	N1	212.856	
509	Bridge start	LRP216a	Bridge	22.519416	91.70536109999999	N1	213.813	
510	Bridge end	LRP216b	Bridge	22.5220549	91.7054444	N1	213.831	
511	Ctg 28 km	LRP217	Km Post	22.518721600000003	91.7055556	N1	213.896	
512	Bridge start	LRP217a	Bridge	22.5165556	91.7065833	N1	214.172	
513	Bridge end	LRP217b	Bridge	22.5161667	91.70675	N1	214.217	
514	Box culvert	LRP217c	Culvert	22.514722199999998	91.7074444	N1	214.399	
515	Bridge start	LRP217d	Bridge	22.5131389	91.7080833	N1	214.593	
516	Bridge end	LRP217e	Bridge	22.512777800000002	91.70822220000001	N1	214.63400000000001	
517	Km post missing	LRP218	Km Post	22.510611100000002	91.7090833	N1	214.896	
518	Bridge start	LRP218a	Bridge	22.5094444	91.7096389	N1	215.04	
519	Bridge end	LRP218b	Bridge	22.5093611	91.7096944	N1	215.05200000000002	
520	Bridge start	LRP218c	Bridge	22.507444399999997	91.71055559999999	N1	215.291	
521	Bridge end	LRP218d	Bridge	22.507305600000002	91.7106389	N1	215.30900000000003	
522	Box culvert	LRP218e	Culvert	22.503	91.7128056	N1	215.83900000000003	
523	Km post missing	LRP219	Km Post	22.5025556	91.7130556	N1	215.896	
524	Bridge start	LRP219a	Bridge	22.4969163	91.7155556	N1	216.581	
525	Bridge end	LRP219b	Bridge	22.4968052	91.7156389	N1	216.6	
526	Km post missing	LRP220	Km Post	22.494583	91.7170827	N1	216.896	
527	Box culvert	LRP220a	Culvert	22.486944100000002	91.7192771	N1	217.783	
528	Ctg 24 km	LRP221	Km Post	22.4854163	91.7195549	N1	217.957	
529	Box culvert	LRP221a	Culvert	22.465277800000003	91.7202493	N1	218.25400000000002	
530	Bridge start	LRP221b	Bridge	22.4775271	91.72105490000001	N1	218.855	
531	Bridge end	LRP221c	Bridge	22.4773049	91.7211104	N1	218.88	
532	Info.Missing	LRP222	Km Post	22.476527100000002	91.7213327	N1	218.96900000000002	
533	Box culvert	LRP222a	Culvert	22.4694438	91.72505490000002	N1	219.852	
534	Ctg 22 km	LRP223	Km Post	22.468416	91.7255827	N1	219.988	
535	Km post missing	LRP224	Km Post	22.4603056	91.72958270000001	N1	220.988	
536	Bridge start	LRP224a	Bridge	22.458833300000002	91.73036040000001	N1	221.172	
537	Bridge end	LRP224b	Bridge	22.4586389	91.73047159999999	N1	221.19799999999998	
538	Info.Missing	LRP225	Km Post	22.451861100000002	91.73344394999998	N1	222.00599999999997	True
539	Km post missing	LRP226	Km Post	22.443388600000002	91.73641629999999	N1	223.00599999999997	
540	Bridge start	LRP226a	Bridge	22.4424997	91.7366663	N1	223.11	
541	Bridge end	LRP226b	Bridge	22.4422219	91.7367497	N1	223.141	
542	Km post missing	LRP227	Km Post	22.434971899999997	91.7396941	N1	224.06599999999997	
543	Box culvert	LRP227a	Culvert	22.4333049	91.7403608	N1	224.203	
544	Bridge start	LRP227b	Bridge	22.430749300000002	91.74152740000001	N1	224.514	
545	Bridge end	LRP227c	Bridge	22.4304438	91.7417219	N1	224.55700000000002	
546	Km post missing	LRP228	Km Post	22.4269716	91.7439997	N1	225.00599999999997	
547	Km post missing	LRP229	Km Post	22.4198882	91.74977740000001	N1	226.00599999999997	
548	Bridge start	LRP229a	Bridge	22.4185549	91.7504722	N1	226.171	
549	Bridge end	LRP229b	Bridge	22.4182771	91.7506667	N1	226.209	
550	Km post missing	LRP230	Km Post	22.4119167	91.7543611	N1	227.00599999999997	
551	End of Bituminous Pavement	LRP230a	Others	22.4101111	91.7544444	N1	227.206	
552	Box culvert	LRP230b	Culvert	22.4084167	91.7551389	N1	227.412	
553	Start of Bituminous Pavement	LRP230c	Others	22.40581945	91.7551389	N1	227.41400000000002	True
554	Km post missing	LRP231	Km Post	22.4032222	91.75652779999999	N1	228.00599999999997	
555	Road to Biman Bandar (Z1016)	LRP231a	Side Road, Right	22.3996108	91.7573333	N1	228.40599999999998	
556	Bridge start	LRP231b	Bridge	22.3988608	91.7576667	N1	228.51	
557	Bridge end	LRP231c	Bridge	22.398805199999998	91.7576667	N1	228.517	
558	Km post missing	LRP232	Km Post	22.3944997	91.7586944	N1	229.00599999999997	
559	N111, Port Connecting Road	LRP232a	Side Road, Right	22.393777399999998	91.7588056	N1	229.065	
560	Box culvert	LRP232b	Culvert	22.3921108	91.75925	N1	229.282	
561	Bridge start	LRP232c	Bridge	22.3892497	91.7605	N1	229.63299999999998	
562	Bridge end	LRP232d	Bridge	22.3887497	91.7607222	N1	229.692	
563	Km post missing	LRP233	Km Post	22.3861663	91.76183329999999	N1	230.00599999999997	
564	Box culvert	LRP233a	Culvert	22.3815271	91.76522220000001	N1	230.63099999999997	
565	Km post missing	LRP234	Km Post	22.379166	91.7675827	N1	231.00599999999997	
566	Bridge start	LRP234a	Bridge	22.376471600000002	91.770416	N1	231.442	
567	Bridge end	LRP234b	Bridge	22.3728188	91.7705271	N1	231.46099999999998	True
568	Km post missing	LRP235	Km Post	22.369166	91.77419379999999	N1	232.00599999999997	
569	End of Bituminous Road	LRP235a	Others	22.3691382	91.777666	N1	232.56099999999998	
570	The chittagong city area starts from Alongka cinema Hall	LRP235b	Others	22.358666699999997	91.7822771	N1	232.75400000000002	
571	Chittagong city area ends and the survey of N1 starts again	LRP244b	Others	22.3644444	91.8511111	N1	241.063	
572	Km post missing	LRP245	Km Post	22.3646111	91.8508333	N1	241.456	
573	Box culvert	LRP245a	Culvert	22.363277800000002	91.8514722	N1	241.625	
574	Km post missing	LRP246	Km Post	22.3561111	91.8531667	N1	242.456	
575	Bridge start	LRP246a	Bridge	22.3555	91.8530833	N1	242.52700000000002	
576	Bridge end	LRP246b	Bridge	22.3553889	91.8530556	N1	242.541	
577	Km post missing	LRP247	Km Post	22.347388600000002	91.85194440000001	N1	243.456	
578	Bridge start	LRP247a	Bridge	22.342721899999997	91.8531389	N1	244.005	
579	Bridge end	LRP247b	Bridge	22.3423608	91.8530833	N1	244.049	
580	Km post missing	LRP248	Km Post	22.3387497	91.85347220000001	N1	244.456	
581	Bridge start	LRP248a	Bridge	22.338333	91.8509167	N1	244.50799999999998	
582	Bridge end	LRP248b	Bridge	22.338027399999998	91.85388890000002	N1	244.553	
583	Bridge start	LRP248c	Bridge	22.337388600000004	91.85427779999999	N1	244.63299999999998	
584	Bridge end	LRP248d	Bridge	22.337027399999997	91.8545278	N1	244.68	
585	Km post missing	LRP249	Km Post	22.3314716	91.8515556	N1	245.456	
586	Shah Amanath (Karnaphuli) Bridge	LRP249a	Bridge	22.329749300000003	91.85211109999999	N1	245.665	
587	Km post missing	LRP250	Km Post	22.3228327	91.85355559999999	N1	246.456	
588	Bridge end	LRP250a	Bridge	22.3212771	91.8536111	N1	246.63400000000001	
589	Bridge start	LRP250b	Bridge	22.3153611	91.8553056	N1	247.33599999999998	
590	Bridge end	LRP250c	Bridge	22.315222199999997	91.8553333	N1	247.352	
591	Cox,s Bazar 143 km,Patiya 16 km	LRP251	Km Post	22.3148889	91.85538890000001	N1	247.39700000000002	
